hfc,office name,address (detailed),pincode,district,state
aavas,mohali branch,"sco -1, 2nd floor, sabji mandi, phase -11, sector -65",160055,mohali,punjab
aavas,rupnagar branch,"1st floor, sco no. 39, bsa nagar, bella road",140001,rupnagar,punjab
aavas,zirakpur branch,"shop/office no.24, 3rd floor, mohali city square, patiala road",140603,mohali,punjab
aavas,abu road branch,"1st floor, choudhary complex, near chamtkari hanuman temple, mount road, manpur",307026,abu road,rajasthan
aavas,ajeetgarh branch,"1st floor, shri sai naryan complex, shahpura rd, opp. triveni marraige garden",332701,ajeetgarh,rajasthan
aavas,ajmer branch,"hariom complex, plot no. 1, 1st floor, makarwali rd, above canara bank",305001,ajmer,rajasthan
aavas,alwar branch,"1st floor, above bank of baroda, plot no.6, lajpat nagar, scheme no.2",301001,alwar,rajasthan
aavas,anoopgarh branch,"plot no.67, 1st floor, near sbi bank, railway station road",335701,anupgarh,rajasthan
aavas,asind branch,"shop no.1, albhashar complex, bhim road, chungi naka",311301,bhilwara,rajasthan
aavas,bagru branch,"1st floor, balaji plaza, baba market, bagru, dist.- jaipur",303007,jaipur,rajasthan
aavas,balotra branch,"1st floor, shiv complex, khed road, balotra",344022,barmer,rajasthan
aavas,banswara branch,"1st floor, r s square, shop no 115, opp. mahi colony, near housing board circle",327001,banswara,rajasthan
aavas,banswara dungarpur road branch,"prince galaxy tower, plot no. 15a & 15b, 1st floor, dungarpur road, banswara",327001,banswara,rajasthan
aavas,baran branch,"2nd floor, satya place building, kota road",325205,baran,rajasthan
aavas,barmer branch,"1st floor, vankal tower, rai colony road",344001,barmer,rajasthan
aavas,bassi branch,"1st floor. prabhu colony, potlya market, bassi",303301,jaipur,rajasthan
aavas,beawar branch,"2nd floor, shree siddhi vinayak market ,opp. city cinema station road",305901,beawar,rajasthan
aavas,begun branch,"ward no.1, chittor road, near hdb financial , begun, chittorgarh",312023,chittorgarh,rajasthan
aavas,bhadra branch,"1st floor dariya singh plaza,opp bjp office sahwa rd",335501,bhadra,rajasthan
aavas,bharatpur branch,"1st floor, exhibition road, kumher gate circle, above bharat bajaj, near bank of baroda",321001,bharatpur,rajasthan
aavas,bhilwara branch,"ground floor, commercial plot no. 2751/1 & 2751/2, k k tower, revenue village bhilwara, sancheti colony, near mirchi mandi",311001,bhilwara,rajasthan
aavas,bhim branch,"ist floor, dhanlaxmi tower, near truck chauraha, bhim, district",305921,rajsamand,rajasthan
aavas,bhinmal branch,"shop no- 31, shree sai complex, above axis bank, station road, bhinmal, bhinmal dist- jalore",343029,jalore,rajasthan
aavas,bhiwadi branch,"d-203,1st floor,bhagat singh colony,above axis bank,alwar bhiwadi bypass",301001,alwar,rajasthan
aavas,bijaynagar branch,"ashirwad plaza, 1st floor, beawar road, near pragya school",305624,ajmer,rajasthan
aavas,bikaner branch,"2nd floor,plot no.8, gopali sadan, nr. railway overbrigge, rani sati, bazaar",334001,bikaner,rajasthan
aavas,bikaner sriganganagar road branch,"1st floor, cr tower, opp.rcp colony, sriganganagar road, bikaner",334001,bikaner,rajasthan
aavas,bilara branch,"1st floor, plot no.1, yaduveer singh complex, poliyawas, ajmer road, near hdfc bank, bilara, district jodhpur",342602,jodhpur,rajasthan
aavas,bundi branch,"1st floor, ambedkar circle, lanka gate road, income tax office, bundi",323001,bundi,rajasthan
aavas,chhabra branch,"plot no. 2, ground floor, new colony salpura road, chhabra",325220,chhabra,rajasthan
aavas,chittorgarh branch,"plot no -3, kailash nagar, chamti khera chowk, chamti khera road",312001,chittorgarh,rajasthan
aavas,chirawa branch,"1st floor, above axis bank, pilani road, chirawa, jhunjhunu",333026,jhunjhunu,rajasthan
aavas,chomu branch,"ground floor, shree prayag complex, renwal road, dholi mandi-chomu",303702,chomu,rajasthan
aavas,churu branch,"first floor, above sbi bank, opp. rishi school, purani sadak, churu",331001,churu,rajasthan
aavas,dausa branch,"opp tiwari dharm kanta, near choudhary petrol pump, 1st floor, above tip top furniture, agra road",303303,dausa,rajasthan
aavas,deedwana branch,"shop no.29 & 30, ground floor, hospital circle, didwana",341303,nagaur,rajasthan
aavas,degana branch,"1st floor. kilak plaza, behind pandiya bhawan, near middle girl’s school, degana",341503,nagaur,rajasthan
aavas,deoli branch,"suwalka complex, 1st floor, opp. govt. college, jaipur road",304804,deoli,rajasthan
aavas,dudu branch,"ground floor, near power house, n.h. 8, dudu",303008,jaipur,rajasthan
aavas,dungargarh branch,"1st floor, station road, pani ki tanki ke pass, dungargarh",331803,dungargarh,rajasthan
aavas,dungarpur branch,"1st floor, near muthoot finance, main sagvada road, shastri marg college road",314001,dungarpur,rajasthan
aavas,fatehnagar branch,"ground floor, plot no-l, udaipur road, fatehnagar, udaipur",313205,udaipur,rajasthan
aavas,gangapur branch,"plot no.3 & 4, ground floor, ward no.6, near geeta complex, saharda chouraha road",311801,gangapur,rajasthan
aavas,hanumangarh branch,"1st floor, baba shyam singh complex, opp. narang hotel, hanumangarh junction, hanumangarh",335512,hanumangarh,rajasthan
aavas,itawa branch,"ground floor, near jain oil mill opp jodaliya balaji temple, khatoli road",325004,itawa,rajasthan
aavas,jaipur branch,"101-105, 1st floor, southend square, mansarovar industrial area, jaipur",302020,jaipur,rajasthan
aavas,jaipur ajmer road branch,"diamond tower, 1st floor, ajmer dcm road, jaipur",302006,jaipur,rajasthan
aavas,jaipur dher ke balaji branch,"1st floor, plot no.53, parsharam nagar, sikar rd, dher ka balaji, jaipur",302039,jaipur,rajasthan
aavas,jaipur jagatpura branch,"plot no.1, meenakshi tower, vishnupuri, jagatpura road, jaipur",302017,jaipur,rajasthan
aavas,jaipur kalwar road branch,"1st floor, p no. 73, 74, 75 patel nagar, govindpura kalwar road, jaipur",302012,jaipur,rajasthan
aavas,jaipur loha mandi road branch,"plot no-7 & 8, 1st floor, usha colony, machda, new loha mandi road, jaipur",302013,jaipur,rajasthan
aavas,jaipur mahapura branch,"ground floor, balaji market, bus stand, mahapura",302026,jaipur,rajasthan
aavas,jaipur rajapark branch,"2nd floor, delight tower, b-23, govind marg, opp- parnami mandir, rajapark, jaipur",302004,jaipur,rajasthan
aavas,jaipur sangam tower branch,"113 & 210 1st floor & 2nd floor, sangam tower, church road, jaipur",302001,jaipur,rajasthan
aavas,jaipur vatika road branch,"1st floor, plot no. 1, shiv nagar, near shiv temple, vatika road, jaipur",303905,jaipur,rajasthan
aavas,jaitaran branch,"1st floor, opp. icici bank, nimaj, road, jaitaran",306302,jaitaran,rajasthan
aavas,jalore branch,"plot no h -03 first floor, shivaji nagar, aahore circle, opposite police line",343001,jalore,rajasthan
aavas,jhalawar branch,"1st floor, above andhra bank, ward no.15, mangalpura road, jhalawar",326001,jhalawar,rajasthan
aavas,jhunjhunu branch,"opp. reliance petrol pump, road no.3, jhunjhunu",333001,jhunjhunu,rajasthan
aavas,jobner branch,"jaipur road, near police thana, jobner",303328,jobner,rajasthan
aavas,jodhpur branch,"1st floor, e-131, kalpatru shopping centre, residency road, jodhpur",342001,jodhpur,rajasthan
aavas,kekri branch,"ground floor, khangarot plaza, ground floor, kota road, sarvar road tiraha, kekri",305404,ajmer,rajasthan
aavas,khetri branch,"1st floor, above jio digital, ward no.14, cinema road, khetri",333504,khetri,rajasthan
aavas,kishangarh branch,"1st floor, near icici bank, opp. agrasen bawan, jaipur -ajmer road",305801,kishangarh,rajasthan
aavas,kolayat branch,"ground floor, near bus stand, kolayat",334302,bikaner,rajasthan
aavas,kota branch,"1st floor, 4-b-7, near talwandi circle, opposite barthunia clinic, talwandi",324005,kota,rajasthan
aavas,kota baran road branch,"1st floor, d-25, sukhdham colony, above union bank 80 feet road, near police line",324001,kota,rajasthan
aavas,kotputli branch,"1st floor, alwar road, opp. govt. krishi anaj mandi, kotputli, dist- jaipur",303108,jaipur,rajasthan
aavas,kuchaman branch,"1st floor, station rd, near sbi bank, kuchaman city",341508,kuchaman,rajasthan
aavas,malpura branch,"ground floor, opp. tvs showroom, brijlal nagar, dudu road, malpura",304502,malpura,rajasthan
aavas,merta branch,"1st floor, above vijay laxmi automobiles, near axis bank, nagaur chouki, main krishi mandi road",341510,merta,rajasthan
aavas,nagaur branch,"2nd floor, kamal tower, in front of old govt. hospital, above obc bank, nagaur",341001,nagaur,rajasthan
aavas,nawalgarh branch,"ground floor, opp. hotel nawal plaza, near roadways bus stand, sikar-jhunjhunu road",333042,nawalgarh,rajasthan
aavas,neem ka thana branch,"1st floor, near bsnl tower, shahpura road, above bajaj showroom, neem ka thana",332713,neem ka thana,rajasthan
aavas,neemrana branch,"1st floor, shop no.114-115, krishna tower, neemrana",301701,alwar,rajasthan
aavas,nimbahera branch,"ground floor, in-front of new court, chittaurgarh road, kherodia complex, nimbahera",312601,nimbahera,rajasthan
aavas,nohar branch,"ground floor, plot no.94, & 95, near railway mal godam, ward no.25, opposite karni mata mandir, bhadra road, nohar",335523,hanumangarh,rajasthan
aavas,nokha branch,"daga building, 2nd floor, jain chowk, nokha",334803,bikaner,rajasthan
aavas,osian branch,"1st floor, opp. state bank of india & lic office, station road, osian",342303,jodhpur,rajasthan
aavas,pali branch,"2nd floor, 173-aadi nath nagar, vinayak naju plaza, new bus stand, pali",306401,pali,rajasthan
aavas,paota jodhpur branch,"1st floor, shop plot no. 1, polo first, fort road above axis bank, khet singh ji ka bangla, paota",342001,jodhpur,rajasthan
aavas,parbatsar branch,"1st floor, above hdfc bank, kishangarh road, parbatsar, distt. nagaur, parbatsar, rajasthan",341512,nagaur,rajasthan
aavas,phulera branch,"shop no. 16, 17 anu vihar colony jobner road phulera - raj",303338,jaipur,rajasthan
aavas,pratapgarh branch,"shop no 6, h.no.125, ground floor, manak bhawan, m.g. road, opposite rseb office, pratapgarh, rajasthan",312605,pratapgarh,rajasthan
aavas,raisinghnagar branch,"shop number 348-349, old dhan mandi, opposite hdfc bank, 1st floor raisinghnagar",335051,raisinghnagar,rajasthan
aavas,rajgarh branch,"ground floor, near vasanti devi dharmshala, ward no.14, station road, rajgarh- churu- rajasthan",331023,churu,rajasthan
aavas,rajsamand branch,"1st floor, moolchand talesra building, vivekanand chourha, bhilwara road, kankroli, rajsamand, rajasthan",313324,rajsamand,rajasthan
aavas,ramganj mandi branch,"plot no 10-11, 1st floor, infront of gokul dham society khairabad road",326529,rajasthan,rajasthan
aavas,ratangarh branch,"ward no -03, link road, near manohar dasji samadhi, near forth puliya, ratangarh, dist - churu, rajasthan",331001,churu,rajasthan
aavas,rawatsar branch,"ward no 21, hanumangarh road, opp. bank of baroda, rawatsar, rajasthan",335524,hanumangarh,rajasthan
aavas,renwal branch,"near old bajaj motorcycle showroom, chomu road, renwal, jaipur",303603,jaipur,rajasthan
aavas,ringus branch,"khasra no, 4514, ground floor, mat mandir road, near au small bank, ringus, dist- sikar, rajasthan",332404,sikar,rajasthan
aavas,sagwara branch,"1st floor, near sanchawat vatika, dungarpur road, sagwara, district dungarpur, rajasthan",314025,dungarpur,rajasthan
aavas,salumber branch,"1st floor, opp. higher sec school, above sbi & icici bank, salumber, udaipur",313027,udaipur,rajasthan
aavas,sanchore branch,"1st floor, kesar complex, near gopal plaza, hadecha bus stop, sanchore, dist jalore",343041,jalore,rajasthan
aavas,sangaria branch,"ground floor, market cameti wali gali, opp. shiv dharamkanta, main gurudwara, sangaria, hanumangarh",335063,hanumangarh,rajasthan
aavas,sardarshahar branch,"ground floor, plot no-5&6, choudhary market, near madan hotel, bikaner road, sardarshahar, churu",331403,churu,rajasthan
aavas,sawai madhopur branch,"plot no. 1, 1st floor, above pnb bank, maharana pratap colony, beside of zila udyog kendra, akashwani dausa road",304001,sawai madhopur,rajasthan
aavas,shahpura branch,"1st floor, opp. kotak mahindra bank, palsaniya paradise, near mahalaxmi cinema, nh-8, shahpura",303103,jaipur,rajasthan
aavas,shahpura bhilwara branch,"ground floor, shop no.33, welcome plaza, old bus stand, shahpura, dist- bhilwara, rajasthan",311401,bhilwara,rajasthan
aavas,shri ganganagar branch,"2nd floor, shop no.1 & 2, chak -3 e, murba no.35/37, killa no.21, shakti marg, near rajasthan patrika, dist. sriganganagar",335001,sri ganganagar,rajasthan
aavas,sikar branch,"2nd floor, parvati tower, hariram bahad marg, polo ground, sikar",332001,sikar,rajasthan
aavas,sirohi branch,"second floor, kp complex, plot no 126, dr. sampurnand colony, by pass road, opp sanjvani hospital, sirohi",307001,sirohi,rajasthan
aavas,sojat branch,"plot no.1, marudhar keshari road, sirvi bhawan, near bank of baroda, sojat",306104,pali,rajasthan
aavas,sujangarh branch,"shop no. 2 & 3, first floor, vinayak city center, station road, sujangarh",331507,churu,rajasthan
aavas,sumerpur branch,"opposite deputy office, beldeo singh colony, jawai bandh station road, near arya samaj circle, sumerpur",306902,pali,rajasthan
aavas,suratgarh branch,"plot no-e-1, 2nd floor, opp. bus stand, bikaner road, suratgarh",334001,suratgarh,rajasthan
aavas,taranagar branch,"ground floor, ward no. 14, opposite court campus, near water works, main road, taranagar, dist. churu",331304,churu,rajasthan
aavas,tonk branch,"1st floor, s-13, housing board, near bus stand, tonk",304001,tonk,rajasthan
aavas,udaipur branch,"neelam complex, plot no.16a, 1st floor, sector 5, hiran magri, udaipur",313002,udaipur,rajasthan
aavas,udaipur hiran mangri branch,"plot no 440 (south part), 1st floor, above sbi bank, sec 12, hiran mangri",313002,udaipur,rajasthan
aavas,udaipurwati branch,"shafi complex 1, ground floor, jaipur road, udaipurwati",333307,udaipurwati,rajasthan
aavas,hosur branch,"2nd floor, shop-no. 56/2, shanthi nagar, denkanikotta road, krishnagiri, hosur, tamil nadu",635109,krishnagiri,tamil nadu
aavas,agra branch,"office no 1, 2nd floor, block no. 38/4a, sumriddhi business suites, sanjay place, agra",282002,agra,uttar pradesh
aavas,agra sikandra branch,"1st floor, commercial plot no.-9, sector-9, sikandra yojana, sikandra-bodla road, near kargil petrol pump, agra",202007,agra,uttar pradesh
aavas,aligarh branch,"2nd floor, h.m. complex, opp. axis bank, janakpuri, ramghat road, aligarh",202001,aligarh,uttar pradesh
aavas,ayodhya branch,"1st floor, plot no. 449/m, deokali chauraha, lucknow-gorakhpur bypass, ayodhya",224001,ayodhya,uttar pradesh
aavas,barabanki branch,"1st floor, plot khasra no. 384/3/3min, naka satrikh, faizabad road, barabanki",225001,barabanki,uttar pradesh
aavas,bareilly branch,"plot no-12, om radha swami enclave, opp- city dharamdutt hospital, prem nagar, bareilly",243001,bareilly,uttar pradesh
aavas,bijnor branch,"second floor, a.k. plaza, kiratpur road, bijnor",246701,bijnor,uttar pradesh
aavas,budaun branch,"ground floor, opposite ambedkar hostel, dataganj chauraha, budaun",243601,budaun,uttar pradesh
aavas,bulandshahr branch,"4/c-1/7, 1st floor, shrinath plaza, avanti nagar, aavas vikas, phase 1, d m road",226017,bulandshahr,uttar pradesh
aavas,chandausi branch,"ground floor, aazad road, near gurudwara, chandausi, sambhal",244302,sambhal,uttar pradesh
aavas,etawha up branch,"1st floor, plot no - 4, ranveer nagar, iti chowk, agra-kanpur bypass, etawah",206001,etawah,uttar pradesh
aavas,ghaziabad branch,"1st floor, b-38, parijaat bhawan, rdc raj nagar, ghaziabad",201002,ghaziabad,uttar pradesh
aavas,greater noida branch,"2nd floor, kasana tower, a-4, alpha-i, commercial belt, greater noida",201310,greater noida,uttar pradesh
aavas,hapur branch,"2nd floor, srs square, opposite ssvv inter college, delhi road, hapur",245101,hapur,uttar pradesh
aavas,hardoi branch,"1st floor, plot no. 174, new civil lines, opp. head post office rd, hardoi",241001,hardoi,uttar pradesh
aavas,hathras branch,"ground floor, sadabad gate, agra road, near arya vart bank, hathras",204101,hathras,uttar pradesh
aavas,jhansi branch,"h. no. 493, 1st floor, stephen house building, gondu compound, gwalior road, bkd crossing, jhansi",284001,jhansi,uttar pradesh
